clean_text,sentiment_num
baguuuuusss rekomended banget,1
fast respongood product and trusted sellerthank u,1
sukaa sekaliiii bagus sesuai gambar packing rapi,1
sesuai deskripsi proses kirim cepet,1
bagus packaging bagus fast response,1
luccccccuuuuuu karet biar ga copot pas dipake baby,1
mantappppppp sayyyyyyy,1
cepet banget nyampenya,1
produk original motif bagus,1
produk original motif bagus,1
barang orikarena yg jual official storeplus harga miring bgtbonusnya dpt goodie bag,1
mantap gan diskon ribet,1
kirim cepatbarang bagus,1
kirim cepat rapi sesuai pesan,1
mantapss suka sepatu,1
barang bagus cepat sampai,1
packing aman dapet hadiah pouch proses cepat sesuai gambar,1
barang nya cepat dapet hadiah nya sepatu nya bagus,1
suka model yg cw cm enak dipake jalan kaki btw seri agakbeda ya sablon si kartun lucu hasil kilap gapapa yg limited kayak gin ga worth to collect,1
packing rapih barang kualitas bagus,1
produk nya bagus admin toko gak bagus transfer via va mbanking bca menit salah alamat gabisa cancel gabisa rubah alamat official store gak professional nyusahin konsumen surat nyata jne telpon jne jakarta bandung pusat ubah alamat bantu belanja online sebal alami,-1
mantap barang bagus recomended dah pokok,1
mantul recommended,1
the best deh pokok,1
pakcking mantap isi,1
barang ori bagusrecommended,1
makasiiiiiiiiiiih,1
beli muas sayang sleting pouch nya rusak,1
the best deh pokok,1
barang ori bagusrecommended,1
baguuussss sepatu ori kirim cepat respon seller cepat,1
produk sesuai deskripsi love to have it kualitas recommended,1
respon cepat kirim cepat sepatu mantappp,1
barang originalpacking rapih manttaaaap pokok dah beli x,1
sesuai deskripsi original dapet cover shoes tottebag jugaaa mantaps hiyahiyahiya,1
spatunya mantep packaging kotak bejibun respon admin cepet,1
sesuai size besar mesti pakai yg kaya,1
sesuai deskripsi original dapet cover shoes tottebag jugaaa mantaps hiyahiyahiya,1
bagus kirim cepatsayang no nya aga banding wakai sora,1
jamin original mantappp,1
produk bagus kirim cepat,1
produk bagus real banget fast respon kirim lelet,1
barang sesuai size pas,1
barang okee sesuai deskripsi recsel,1
barang nya baguss suka,1
barang sesuai pesan,1
oke bagus dapet box wakai nya tp gapapalah yg dalem wakai box nya buang sih haha,1
ok thanks ya,1
barang orisesuai foto n deskripsi pasti ok banget recommend,1
barang ok size nya merk ya,1
barang sesuai deskripsi ukur sepatu sesuai ukur ukur sempit kaki,1
produk bagus ori recommended,1
barang bagus n kirim cepat,1
matap n teopebegete deh,1
brg good quality sesuai picture packaging rapi cepet kirim dpt goodie bag tmpat sepatu,1
barang sesuai pesananan,1
sesuai gambar sep dah,1
barang terima kirim tingkat overall,1
barang original jamin recommended seller,1
ukur klo beli size dilebihin size beli size beli,-1
top markotop maknyuussss,1
produk mantap bonus case trima kasih,1
beli ukur besar beli ukur kecil mgkn untung sukses lapak gan,1
mantep bgt cpt bgt lg ngirimnya,1
mantap bngt poko recommended banget,1
mantap suka warna gak matching kulit,1
bagus banget harga ok kirim cepat,1
barang cepat sesuai foto terima kasihh,1
sesuai yg iklan,1
kirim extra cepat packaging super aman box tas belanja overall sepatu bersih barang cuci gudang thanks wakai,1
bintang produk ori seller resmi respon cepat,1
ukur warna sesuai foto,1
barang nya oke response seller ok ny tq,1
thanks thanks thanks thanks,1
barang bagus ori sizenya drpada wakai yg,1
mantulllllllll packing ok bonus tas mantep klo aja wakai diskon gin koleksi saia,1
sip muas kapok kasih diskon,1
mantap sepatu enak dipake,1
kegedeaan tp kualitas bagus ko,1
baguuss sepatu suka banget,1
ori barang ukur pas oke overall,1
mantap mulus suka thanks gan,1
sampai makasih,1
produk sesuai dgn deskripsitrimakasih yaaa,1
produk bagusterima kasih,1
bagus sesuai deskripsi,1
produk selamat goodybag moga awet respon seller cepat,1
mantap sepatu enak dipake,1
keren sesuai sen ori wakai thanks,1
berang ok sesuai pesan thanks,1
alhamdulillah mutu bagus moga awet,1
produk sesuai gambar kirim cepat barang original sesuai pesan warna ukur,1
biar bintang bicara,1
terbaiks thx wakaii official,1
barang sesuai gambar,1
trimakasih barang bagus amp pas ukur,1
barang terima recommended seller,1
nyaman pakai kirim cepat tas nya,1
produk bagus recommended,1
barang gudang kondisi kain nya bagus diskon bagus ok,1
barang bagus kaki pas kirim barang cepat thank you ya gan,1
brg sdh terima dgn tq,1
mantap sesuai gambar wakai asli,1
box plastik bubble warp warna,1
diskon gk ribet mesti store fisiknyadah gitu responnya cepat libur jepit natalanbarangnyadah original lahyg jual offficial storeplus bonus goodie bag,1
packing rapi estimasi kirim sesuai hari recommended store,1
sayang full bintang kalo sampe bintang gua kasih deh thx wakai,1
kirim cepatrespon jual cepat,1
mantap original asli wakaipacking rapimantap,1
sesuai gambar kirim kemas kotak jd aman sepatu recommended os,1
nais banget dapet wakai harga diskon thanks tokped,1
baguusss warna navy nya recommended,1
barang bagusga cacatpacking rapiestimasi sesuai next order,1
fast respon banget mantap,1
barang asli lbh bagus dr pd beli store lgs,1
barang nya baguss sukaa,1
fast respon good quality,1
lumayan terima kasih,0
bagus rim cepat banget packing aja rada tpi brang ttp ori,1
sesuai semuanyaaa top markotop,1
kualitas ok bonus thanks wakai official store,1
bagus suka,1
beli keduapuas produk,1
gooddd selleeerr sesuai gambar,1
barang jual sesuai chat responsif packing rapi i like it,1
puaasssss,1
fast respon seller cepat percaya baik good product and good quality,1
produk sesuai gambar deskripsi keren,1
lumayan terima kasih,0
sesuai pesan original,1
kirim cepat sepatu bagus dpt tas sy jg beli olshop belah transaksi,1
respon kirim cepat yg produk bagus kualitas thanks wakai,1
mantap la warna ungu kek janda,1
produk sesuai muas,1
yg jelekkurang bagusssssssssssssssssss,0
barang original harga baik trims,1
original jual ramah kirim cepat,1
kirim cepat produk oke,1
mulussss original,1
bagus sesuaiproses,1
kualitas okharga okthx,1
barang sesuai psanan ukr deskripsimakasi,1
barang bagus kirim konfirmasi cepat thanks a lot,1
beli top responnya cepat kirim kilat thx,1
keren bgt proses cepat qc mantap perfect tux,1
udah tulis terang size pes kirim size beda tukar ribet banget kapok,-1
kualitas top barang original gede yg berat aja gede banget ukur m nya baik pesan ukur s kmarin yg salah order ukur ga ngira kirain ukur m normal,1
keren bagus sesuai harap,1
kerenn bagusbakal,1
mantap banget banget banget,1
bahan tipis kesan vintage mudahn gak cepet luntur sesuai kualitas nya,1
bagus bgtbarang original dpt harga murahmakasih wakai,1
kualitas produk muas,1
barang bagus ukur lumayan yah size s,1
bagus bahan ademsizenya pasuntung baca komen yg laintx wakai,1
jaket ny tebal bagus terimakasih,1
untung baca komen wkwkw nih gw bb kg pake ukur s longgar dada yg spesifikasi gw jgn coba hehehe dar bantu terimakasih moga sukses,1
pake merk ukur l pake l ukur udah kaya ukur manusia purba gede gede banget,0
kirim cepatproduk original sayang besar size stapi,1
seller responsive proses cepat packaging rapih barang cakepp recommended,1
barang bagus sesuai pesan,1
barang sesuai pesan dapet bonus d,1
fast respon storenyadan kirim cepattapi sayang gak tuker kalo ukur salah,1
barang selamat muas,1
cepat barang sesuai deskripsi,1
bagusbukan skali blanja,1
produk asli sesuai dg deskripsi packing rapi n cepat thanks ya,1
beli kali wakai officialsaya senang produk paket rapih cacat plus slalu bonus recommended,1
barang bagusseller respon sgt,1
mantap muas,1
baguss khas wakai,1
packing rapi,1
bagus beli sekian kali moga diskon teruss yaa makas wakai os,1
produk bagus sepatu kotor gudang,1
terimakasihhhh,1
makasih kak barang udah sampe succes yah,1
beli toko,1
cepet barang bagus sukaaa sayang ga dapet box wakai nya,1
produk sesuai gambar original wakai kirim cepat tp sepatu nya keras ya pdhl udh ngambil nomor atas nomor sepatu sy sayang bgt,1
terima kasih,1
respon cepat suka suka,1
kualitas produk original box box wakai cepat kirim respon jual cepat balas recomended seller,1
so pretty i love itttttt,1
terimakasihhhh,1
nicee bagus banget barang warna nya unik hehehe,1
bagus barang cepat kirim,1
bagus sepatu makasih,1
bahan sepatu kaku pakai bikin kaki lecet,-1
i like it and so comfortable for daily use,1
mantap,1
kualitas produk baikharga lumayan murahterimakasih,1
cakep ukur warna sesuai pesan terima kasih kak,1
product sesuai gambar ok delivery on time reseller ok,1
terima kasih,1
kualitas barang bagus packaging aman respon jual kirim cepat,1
keren sepatunyaacuma hari sampeterimakasih wakai tokopedia,1
produk sesuai pict kualitas bagus packing ckup rapi dg kardus bubble wrap,1
beli sayabarang orisudah diskon lumayanpengiriman cepat bgt nympepadahal free ongkirtrus dpt bonus goodybag,1
terima kasih,1
produk asli udh ciaamik,1
barang sesuaihanya proses kirim,1
terima kasih paket sesuai pesan slow respon,1
syukkaaa sekaliiiiii produk,1
kualitas model cantik nyaman pakai,1
very very goodterimakasih ya sis,1
terima kasih,1
terima kasih,1
promonya bikin neng,1
haloo kak tukar nomor sepatu,1
brg bagus kirim cepatservice complaint tangan dgn cepat,1
kirim cepat barang bagus good job,1
emang ngga box nya ya over all puas banget barang aman g penyok paketin pake kardus super,1
barang bagus tp koq yg longgar barang display kali ya,1
sesuai deskripsi terimakasih,1
terimakasihhhh,1
terima kasih bungkus tambah tp kirim mantap,1
seller ramah kemas rapi barang bagus,1
barang bagus sesuai gambar kirim cepat,1
cpatbarang bagus sesuai deskripsi,1
terimakasihhhh,1
warna sih tdk spt yg harap salah milihnya sdh ok,1
muas sesuai pesan bahan halus original,1
okelahrecomended seller coi,1
barang original sesuai deskripsi respon cepat rekomen reseller,1
product sesuai deskripsi packing rapi aman very recommend,1
box wakai nyaaaaaaaaa,1
bagus banget sepatu wakai nya recommended seller mantep makasih ya seller,1
barang sesuai gambar ok pokok,1
kirim lumayan sepatu sesuai deskripsi foto,1
trimakasih paket datangsukses ya,1
ukur nya kaki istri,1
produk bagus sesuai pic pesan kirim cepat,1
produk original sesuai deskripsi kondisi mulus bagus thanks,1
sepatu bagus enak bgt pakai harga murah packing rapi terima kasih ya,1
super mall gak ketemu size,1
kualitas produk respon jual,1
barang terima terima kasih,1
produk sesuai kirim cepat packing,1
kirim super cepat bayar gak nyampe hari paket langsung kirim,1
barang ori nyampe cepet bgt mu sen,1
packaging rapi barang ok,1
barang mesan kualitas premium,1
goodquality but the worst marketing managers without any mutual respect for cust,-1
sepatu nya bagus mantap keren nomor nya ukur sepatu lokal,1
produk sdh terima original nyaman pakai,1
barang orienak banget pakai,1
produk ok size sesuai sdg beli ukur warna navy thx wakai n tokopedia,1
brg yg terima sesuai dgn deskripsi produk kwalitas original mulus cacat reject emang top deh sellernya,1
kirim sesuai pesan packing rapi terimakasih gan,1
mantappppppp mantap kali mantapp,1
produk bagus kirim cepat packing rapih dgn bubble wrap thank u,1
fast response comfy usage,1
respon amp kirim cepat kualitas,1
bagus moga awettt,1
kualitas goodpas dipakainyapacking bagus tq,1
sepatu bagus hny sempit krn pake kirim brg jg cepat tq y,1
aja sampe sesuai foto size pas kece,1
respon dr jual kirim cepat barang sesuai deskripsi,1
barang sesuai pesan kirim cepat,1
warna keren merah ukur sesuai,1
sesuai gambar produk original,1
kualitas ragu yaaharga nya loh fantastis makas sale yaa,1
harga murah proses cepat moga tahan recommended seller,1
puas bgt terimakasiiihhh,1
produk paket dgn rapi dgn produk ok ukur sesuai comment ukur besar kecil beli mantul wakai thx tokopedia tunggu promo,1
sesuai yg pajang makasih,1
barang sesuai deskripsi ringan enak pakai,1
terbaiks thx wakai official,1
layan cepat mantap,1
layan cepat okepacking aman sih,1
produk ok packing sipp,1
produk okepengiriman cepatrespon toko sgt cepat,1
produk ok packagingnya rapi terima kasih,1
bagus sesuai pesan,1
bagus sepatu kirim cepat barang sesuai gambar,1
sesuai gambar kirim cepat bingit,1
produk aslienak dipakaisesuai dng deskripsi layan cepat trimakasih yaaa,1
barang sdh smp ya sesuai yg sy pesan paket rapi mudah awet sepatu,1
produk sesuai dgn deskripsi,1
bagus n nyaman suka,1
kirim cepatt respon jual barang sesuai,1
barang nya bagus indah,1
ukur warna sesuai dgn foto deskripsi produk yg jual produk paket dgn rapi cacat recommended,1
so far so good,1
terima kasih barang sesuai gmbar amp bagus kirim cepat amp,1
keren ngadain promo,1
produk yg kirim sesuai pesan kondisi kirim cepat terima kasih,1
good product with good price,1
sekian kali puas belanja,1
terima kasih,1
barang sesuai pesan terima tq,1
ok good,1
good,1
makasih promonya quality ga nama ori ya bagus d,1
barangny sesuai manteeeeeep,1
barang bagus kualitas oke,1
barang nyampe cepet banget huhuhhu ori huhuhu,1
sepatu original wakai warna jg oke daper harga diskon murah banget thanks yaaa,1
kali beli product diskon wakai official store nya puas respon seller cepat kirim cepat barang original sesuai deskripsi deh majang barang diskon yaaa beli kalo suka thanks wakai thanks tokped,1
mantap beli official store barang aseli ngecewakan,1
brg sdh terima dgn tq,1
puas banget sesuai thread original,1
sesuai pesan overall good banget dah,1
pas ukur ori nyaman,1
puas belanja disiniproduk oripacking rapi,1
murag riah oripengiriman official tercepattt kynya tq,1
produk bagus barang ori,1
admin kerja produktif proses cepat produk sesuai terang dipacking rapi kokoh makasih ya souvenirnya,1
terima kasih produk,1
sesuai sih deskripsi ukur milihnya sesuai ukur,1
produk bagus sesuai deskripsi,1
produk bagus,1
cepat kirim tolong luar jam toko adminnya on donk,0
kalo productnya no comment emang barang original saran ya min banyakin discount ukur,1
barang sesuai pesan cepat,1
fast respon kirim oke barang ori bagus,1
barang bagus original wakai gausah takut tipu tipu gua udah buktiin barang cepet sampenya ukur bahan ga ngebohongin recomended ni yg cari sepatu slip on,1
sepatu bagus sesuai pesan sukses sll wakai,1
sepatu bagus empuk nyaman layan ok fast respon cuman sayang metode kirim pelit yah klo ga gojekgrab jnenya adain yg express tp tetep star,1
kualitas harga layan the best,1
terimakasih barang cepat,1
puas produk,1
cocok kualitas bintang,1
barang bagus kirim cepet,1
biar bintang yg bicara,1
mantaab diskon kualitas sesuai harga nyaman pakai,1
produk original kirim cepat respon toko,1
keren bonus jam nya keren responnya jam bandungjakarta pakai jne reg barang dah sampe tks seller,1
utk harga sgini kualitas ny top bgt,1
mantaaaaaaaaaappppppp,1
sepatu bagus jam gede,1
cakeppppppppppppppppppppp,1
good product good seller good price,1
lumayan gambar efek,1
mantaaaappss terima kasihh,1
produk sesuai gambar cuman sisi yg sempurna,0
muas brand lokal bagus deh pokok,1
kirim cepat sepatu bagus lem rapih,1
seller responsif packaging kotak sepatu polos bungkus plastik hitam overall barang baguscuma sol nya rapiagak kotordan bekas lem sol amp kulit harga bersainghehe alas utama beli sepatu toko terimakasih amp moga lancar usaha,1
barang bagus sesuai gambar tp kecewa sma respon kirim lambat sesuai day tp day,0
layan cepat amp ramah,1
size ukur lebar sepatu pantofel lebar besar pakai sepatu size cocok pakai sayang cocok sepatu pantofel thanks,0
bagus barang n fast respon penjualnyamoga awet n langgannan,1
keren sepatu tas harga diskon,1
harga banding lurus kualitas,1
seep brang aman sellerny ramah pngirimn cpat,1
kasih gak muat nya d utama in gak,1
good produkamprecomended,1
pesan cepat proses ukur warna sesuai pilih kualitas oke moga awet,1
moga awet pakai sepatu,1
bagus respon lem rapih sesuai harga moga tahan,1
oke terimakasih broo barang terima,1
mantapbarang nyampe,1
muas prodaknya sesuai gambar,1
barang sesuai deskripsi minta moga pakai,1
kayak sepatu yg harga juta lho ka,1
mantap barang terima layan cepat packing rapi barang sesuai deskripsi respon seller cepat recommended seller terima kasih sukses gan usaha joss,1
produk bagus terima kasih seller layan,1
top,1
good product fast response recomended seller,1
barang sih oke tp slow banget responnya coba deh tingkat depan,-1
sesuai hargathanks gan mantap,1
mantapbarang original,1
beli sdh kali produk sesuai deskripsi kirim cepatrecommended bgt thankyou,1
bagus kaya kalo tangan cowok mah cewe anak smp cowo,1
bagys barang sesuai deskripsi makasih,1
jam bagus simple sporty ringan seller fast response produk garansi resmi,1
bagus moga awet harga kompetitif,1
barang ok sesuai deskripsi model unisex jam cocok pakai utk cewek diameter jam yg,1
senang kemas rapi,1
sesuai gambarnyaok thanks,1
barang,1
barang sesuai deskripsi kirim cepat,1
sesuai deskripsi barang kirim cepat sesuai dgn seller informasikanseller responsif,1
bagus percaya beli,1
bagus banget sesuai deskripsi,1
packing bagus cepat sesuai pesan jam nya overall puas pesan,1
ok barang sesuai,1
produk bagus sesuai kirim cepat,1
harga produkfungsi sesuai,1
bagus jam recommended seller thank you,1
recsell barang sesuai gambar respon cepat topy,1
packing rapih amp amannn,1
lorem ipsum dolor sit amet consectetur adipiscing elit mauris ultrices aliquet mollis integer id dictum metus sed feugiat neque curabitur ac lacinia tortor duis cursus id lectus sed scelerisque quisque et semper tellus ac lacinia ipsum mauris interdum lorem quis quam imperdiet venenatis class aptent taciti sociosqu ad litora torquent conubia nostra inceptos himenaeos,1
bagussesuai gambar,1
barang okaylah packing rapih cma aga aja krna kantor nya sabtu minggu libur tq,1
kirim cepat layan lumayan tanggap sayang nggak dapet kartu garansi biru packing jaga banget best dah pokok,1
produk sesuai gambar baguss,1
packingnya rapih bangett mantapp,1
gak layak jam pria strap diameter jg krg utk dipake cowok sy kasih sm bantu sy jam cewek,-1
keren sesuai gambar gak nyesel deh,1
packingnya rapi mantap,1
packing aman tolong tingkat jam darat bagus keren sih puas jam nya cuman saran packing nya aja,1
jam keren bagus packingnya jam aman,1
packing jam dr kaleng yg sy beli mall krn harga beda overall good thanks,1
mantap barang aman sesuai deskripsi harga kompetitif terimakasih,1
barang sdh terima dlm kondisi sesuai pesan produk kualitas original garansi resmi packing rapih aman kirim cpt recommended seller,1
tuju selamat,1
alhamdulillah udg barang kereeenn jga,1
packing rapih barang sesuai pesan,1
jossssd gandosssss pooolll,1
kembali dana kecewa bgt tdk sesuai gambar dtg,-1
bagus sih jam nya tp bagus,1
produk bagus kualitas bagus kirim cepat mantablah btw jam cowo cewek ya hehehe,1
produk bagusternyata jam nya keciltp kirim cepatrecommended seller,1
super puas barang bagus proses order kirim cepat,1
keciiiiill,1
jam tangan anak jualukuran kecilkecewa belanja disinijangan belanja disinidiskon ga ukur,-1
packing barang ori istimewa puas,1
kirim cepat packing rapi aman,1
bagus sesuai,1
okeeeeee,1
recommended seller fast respon,1
barang terima sesuai deskripsiterimakasih,1
memuasskaaan poko,1
tp okelahhhhhhhh,1
cepat nice watch,1
thanks jam daah sampaijamnya mungil bangeettt kya main,1
produk wanita info deskripsi lumayan bagus tangan cowo yg kurus kaya terima kasih,1
jam nya cakep sesuai deskripsi respon packing rapihrecomended deh,1
fast response packing rapih aman produk terima sesuai deskripsi sukses gan,1
terima thx seller sesuai pic ukur imut bgt,1
barang terima kirim lamahri pake jne yesbarangnya bgt kaya main tipu iklan nih,0
barang bagus amp ori pdhl harga murah banget pas diskon kirim cepat aman recommended,1
sesuai deskripsi,1
senang belanja respon cepat packing rapih amp kualitas oke,1
parah sih super duper cepet bgt kirim sellernya gak omdo jam sen langsung req pickup,1
barang sesuai deskripsi packing rapih aman,1
sesuai spesifikasi gratis ongkir,1
bagus jam sesuai gambar sukses yaaa,1
kemas bagus produk mungil kirim cepat,1
produk original cepat respon jual bagus recommended,1
kerenbrg sesuai gbr makasih seller,1
packingan rapi datang cepat barang oke praktis mungil moga awet,1
cocok nya utk anak sy umur th bt saking kecil hehehe,1
barang sesuai deskripsi terima kasih,1
barang cpatt respon jual sngat mntap rekomended bgtajibbb,1
bagus imut jam lumayan koleksi kirim gojek tangerang jam nyampe,1
jam fungsi dg smg awet,1
barang sua description ontime,1
retur detik jam nyala layan purna jual ok amp ganti jam cepat tks,1
barang flash sale oke lumayan,1
barang sesuai gambar packingan rapi,1
produk emas cepat kirim,1
all good sesuai deskripsi thank you,1
suka bgt sesuai ekspektasi packing jg aman,1
barang ok sesuai pesan,1
jam bagus sayang dalam silver jd gak full gold,0
jual fast responsif moga jam awet,1
moga awet nih jam nya thx,1
bagus fast respon mantap,1
bagus n cpt smpai sesuai,1
moga awet,1
thank you lumayan dapet flash sale jam respon cepat neng deh,1
barang bagus amp packing rapi,1
barang ok kasih kaleng ga but its ok,1
trimakasih pesan sy terima dngn,1
terima kasih produk bagus kado,1
barang original kualitas okpengiriman cepat packing baiksayang gk liat terang utk diameterjam trnyata jam cocok utk lingkar tgn yg,1
barang trims,1
produk murah toko moga original liat sih ori moga awet respon dagang oke bet nice,1
bahan bagus kulit halus packing rapih seller responsif,1
barang sesuai fungsi dgn sygnya boxnya penyok rencana kado,1
barang ori euy stars online shop,1
kirim cepat paking bagus barang ok,1
kirim cepat admin komunikatif barang bagus recomended seller,1
kualitas sesuai dgn ekspetasi milik fitur dasar timezone,1
mantapfast respond seller,1
sesuai pesan barang original,1
alhamdulillah barang kurang respond terimakasih gan,1
tahan kualitas baik,1
packing bagus amp cepat buku tunjuk kartu garansi barang lumayan bagus lampu jam nya terang alias redup,1
mantap barangnyaaaaaaaaaaaa,1
brg sdh terima bagussesuai terima kasih,1
barang bagus delivery cepat next moga order nambah koleksi,1
okmantapbrg bagus,1
tengkyu gan barang terima i like cepat barang kualitas,1
sesuai gambar amp fitur fungsi baikrekomen dah,1
akhirny dpt jam casio thanks ya gan paket rapi fast respon smoga usaha lancar amin,1
barang sesuai ori fast respon fast delivery,1
ok hnya beda hargajd tp gpp barang mantul,1
paking aman barang sesuai deskripsi,1
barang pungsi dgn moga awet,1
cepat rapi barang bagus puas dgn seller sukses gan,1
barang bagus cepat mudah awet,1
good,1
packing cepat desain oke banget sayang produk lampu jam nya jelek redup model,1
barang bagus paking rapih cepat,1
dpt kartu garansi barang sesuai dgn deskripsi recomended,1
barang sesuai ekspektasi moga awet,1
kirim respon cepat,1
barang bagus sippp harga sesuai,1
produk sesuai deskripsi kirim dg cepat packing yg rapi,1
komandan keren fast respond,1
barang original kirim cepat amp packing aman thanks luxolite,1
barang cepat packaging aman bagus garansi,1
layan cepat produk sesuai kartu garansi ya,1
barang terima recommended seller mantap,1
overall good barang ori serta box kartu garansi nya,1
barang sesuai terima kasih,1
istimewaaaa iniiiii terima ksihh,1
barang cepat kondisi bagus terima kasih,1
barang sesuai yg gambar packingnya ok tq ya,1
keren barang smpai sesuai gambar original,1
mantap layan cepat beli kemarin udah sampe barang bagus,1
produk ori lengkap box buku petunjukgaransi resmi fungsi kirim cepat kemas rapi aman,1
thank you ka barang udh nyampe dgn aman in time kado takut telat nyampe hehe barang bagus packing rapi sesuai order sukses ya ka,1
expetasi sesuai realita puaasssss excellent,1
barang cepat lumayan ringan jam tangan,1
respon cepat barang bagus,1
produk oke puas barang nya,1
mantappp barang darat mulussss,1
thanks barang sesuai deskripsi,1
packing produk original kirim cepat recommended seller,1
ga kapok belanja kayak beli layan nya responsif barang original mulus packing rapi mantap pokok,1
gooooooooooooooooooooooooooooodd,1
respon seller cepat kirim cepat jam bagus,1
bagusditunggu flash sale,1
spesifikasi sesuai skripsi harga kompetitif,1
ukur warna sesuai foto deskripsi produk packaging rapih aman lambat kirim bagus,1
good game well played,1
mantap moga awet thx gan,1
barang kualitas kirim cepat,1
recommendedsellernya talk less do more,1
bagus barang cepat mantabbbbbbbb pokok,1
barang bagus harga saing kirim cepat terima kasih,1
produk original respon jual baiktp klo pesan jumat malam ya kirim hr senin tokox tutup sabtu minggu sesuai terang sih tp gpp yg barang,1
barang terima kemarin respon cepat barang sesuai gambar thx,1
terima kasih hehehehehe,1
produk sesuai mohon tingkat lg kirim thanks,1
kirim cepat barang jg liat bagus,1
kualitas asli kirim cepat muas,1
barang original jual ramah fast respon,1
produk terima trims,1
beneran ori uda cek watch caretapi kalo fossil store ga terima kecilin talinyajadi gi deh kirim cepat packing ok,1
barang terima cek store fossil ori thank you,1
selamat ontime delivery nya barang sesuai packing rapi,1
bagus sesuai deskripsi sesuai gambar,1
barang bagus bungkus rapi,1
unboxing gan barang sdh smpe selamat,1
produk original thanks,1
tombol putar utk cocok jam keras susah tarik,1
barang sesuai deskripsi amp packing ok,1
sesuai deskripsi dukung box kartu garansi moga ori counter fossil cek originalitas sukses,1
barang bagus responnya cepat,1
jam bagus lancar packing rapih nyampe terima kasih,1
jam bagus berat gr packaging rapi aman bubble wrappingnya hr sabtu pesan hr rabu siang nyampe very satisfying product and service thank you seller and tokopedia,1
rezeki agustus flash sale dapet jam cantik,1
tks barang simple amp bagus,1
jam bagus banget simple minimal cantik,1
kirim cepat muas,1
kali flash sale tp puaasssss brg asli rekomended,1
thank you moga awet mesin rantai,1
good seller good product fast shipping,1
pengirimam cepat packing rapih produk original terimakasih,1
kirim cepat barang original,1
terima kasih,1
mantap barang ori kirim cepat,1
ordered so late at night and received the package before noon next morning,1
packing oke kirim cepat barang beneran ori thanks,1
barang sesuai tawar,1
kali flashsale seller nya bales chat seller responsif bgt barang original terimakasih,1
akuuu suukaaaa packagingnya barang,1
terima kasih sampe note jne nya pasti besok cm kondisi kantor tutup hahaha baik,1
lambat paket barang sesuai packing bagus,1
jam nya keren cacat,1
produk original lengkap kotak kartu garansi packing respon jual cepat,1
makasih yaaaa jam bagusssss,1
siang pesan jam sampaipuass,1
barang sesuai pesan barang nya bagus,1
barang bagus amp ori packaging bagus amp rapi proses transaksi kirim banget mesan,0
kualitas produk bagus responnya terima kasih,1
produk bagus sesuai deskripsi,1
recommended seller terima kasih,1
barang sesuai deskripsi service centre gan kartu garansi ga ya,1
respon seller cepat kirim cepat harga bagus moga awet,1
ori fossil harga miring barang sesuai,1
fast respon barang gambar moga awet,1
barang mantap respon cepat harga saing,1
terima kasih barang respon seller cepat,1
suka jam nya suka karna orang spesial,1
sesuai desc the best pokok,1
cepat produk ori top dech,1
barang packing bagus,1
produk original puas produk layan,1
moga awet andal,1
warna gold pesan rose gold,0
barang ori respon cepat mantul gan,1
terimakasih barang cepat,1
layan cepat produkny original thank you gan,1
sesuai produk krn perhati jam tangan diameter tebaltpi its ok,1
jam oke jam aja ringkih,1
fisil overpriced pack,1
cantikkk banget tangan kulit gelap tp tetep cocok jual fast respon kirim cepat packaging rapi bubblewrap tipis bgt tp jam aman cacat,1
model bagus tp deskripsi specsnya salah smua lenganny liat spek ny diameter mm jd beli trnyata mm kayak yg wrna kuning pdhl naksir yg wrna kuning tp krn mm jd beli d trnyata aja ukur yg kuning jd bagong bgt kayak jam power ranger admin jg ga friendly ga mo ngaku salah,-1
barang terima packaging aman respon jual kirim cepat terima kasih,1
brg baguss original respon jg cepat,1
kualitas very good,1
jam nya bagus keren sporty seal permanent ga service kalo rusak,1
jual ramah n fast response maaf klo cerewet krn the st time beli barang branded via online btw thanks a lot utk kerjasamanya,1
baguuuussssukkkaaaaaa,1
narang bagus ori respon jual cepat barang cepat,1
top markotop jos gandos,1
min terimakasih,1
proses cepatada hargaada rupakualitas ok bgt,1
sesuai deskripsi barang original garansi seller merespon cepat bantu kendala ekspedisi nice,1
ragu ori ya krn kokoh kronograph tdk fungsi,1
best seller pakai tokped respon cepet banget order jumat jam an kirim jam an sabtu sore sen reguler kirim pakai yes mantul abis packing rapi barang ori garansi sesuai tgl beli top sukses lapak gan,1
puas banget barang original authentic layan respon kirim cepat mudah awet terima kasih,1
barang ori kirim cepat packing ok,1
jam oke mantap tulis sabtuminggu tutup delay sih kirim pake jne yes tetep sampe senen d overall oke,1
cantiiik bangeet jaaamnyaa makasiih banyaak yaa,1
kelas official store jual barang bm mesin jelek kacau moga berkah aja percaya harga diskon nipu rugi,-1
packaging rapi produk bagus,1
biar bintang bicara,1
biar foto yg,1
barang bagus sesuai kemas bagus rapi proses cepat tambah bonus kartu flazz,1
barang sesuai original packing rapi kirim cepat,1
mantap gan mudah awet,1
kirim cepat recommended seller thank you,1
barang bagus sesuai deskripsi,1
bintang karna tali kotor lebih mantap,1
seller ramah responsif kirim cepat dg packing rapi aman produk terima dlm fungsi normal,1
kualitas jam ok respon kirim cepat,1
kirim cepat kemas rapi barang sesuai yg posting moga awet,1
kirim cepet banget insyaallah original mantapppp,1
packing kirim bagus barang original buku garansi serta kotak jam cacat,1
paket bagus,1
