text,label
"Pelayanan baik, sebelum dikirim dicek barangnya, mohon dicek kulit sandalnya yang banyak cacatnya",1
Terima kasih,1
"bagus, senang menggunakan markotop atas",1
Decker telah menerima ukurannya dan kemasannya dalam kondisi baik. Ongkos kirim pengembalian tidak akan berubah,1
cukup bagus,1
"Produk terkirim dengan baik, sesuai gambar, harga, tapi kecewa, diukur meja kaki sepatu jadi tidak pas, untung abang cocok, jadi kalau tidak tolong update penjualnya, jadi saya tidak beli, kecewa, bom, kirim, tolong cek sol bawah, semoga kedepannya",1
"Barang sesuai jadwal, terima kasih. Belum mencoba menginstalnya. Terima kasih",1
"Produk bagus, baru dipakai untuk pengiriman",1
"barang sesuai gambar, thnq",1
barang kosong dikirim,1
Tali di bagian dada sedikit tergores,1
"barang oke, pelayanan prima",1
"Kirim cepat, mohon jam admin di luar toko aktif",1
barang sudah diterima gan. Terima kasih,1
"terima kasih gan, sudah sampai dan bagus, tapi agak besar, mungkin tidak mempengaruhi saya, mungkin saya tidak bisa mengukurnya",1
"Jam fungsional, kemasan utuh, kusut, terlipat rapi, kotor, bahan kokoh",1
Ponsel dalam kondisi baik. Pengisi daya mati begitu dicolokkan dan tidak menyala lagi,1
Foto barang berbeda tapi kecewa,1
"Responnya iya, barangnya sesuai dengan harganya",1
bahan yang bagus untuk digunakan,1
barang sudah diterima pengiriman cepat terima kasih,1
bagus oke dll,1
barang sesuai pesanan,1
pengiriman cepat terima kasih kualitas belum dicek,1
keras seperti dilumasi,1
terima kasih paket aman,1
Salah satu klem busa yg penyok kecewa,1
proses barang bagus,1
barang terima kasih,1
"Cukup bagus untuk berlatih di rumah, oke?",1
terima kasih jam,1
Pelayanan cepat tapi sayangnya warna barang tidak sesuai gambar. Secara keseluruhan penjualan bagus. Pelayanan ramah cepat,1
Kirim dengan cepat. Keyboard dikirim mentah. Pelat fotonya sangat murah. Modifikasi kanibal. Pelat keyboard menempel sempurna karena memiliki keyboard yang fungsional. Semoga detail depannya. Informasi barang yang ditawar. Semoga sukses dengan penjualnya.,1
kualitas barang sesuai dengan harganya,1
netral,1
"barang dalam keadaan baik, puas, sudah terkirim gan, perhatikan, barang sudah terkirim, sudah top 100, tidak perlu ragu, di jamin sesuai deskripsi, hatur nuhun",1
"sesuai deskripsi, respon pelayanan, packing aman, terima kasih",1
Lambat sekali datangnya dari kota yang jenis paketnya berbeda,1
lumayan oke kecewa,1
fungsi barang diterima kadang malah menekan tombol kuat untuk merespon,1
ukuran,1
"Holdernya kuat tapi bracketnya longgar tapi sesuai deskripsi, terima kasih",1
"Terima kasih gan, barangnya dipacking dengan rapi dan aman",1
Mungkin harga ginnya adalah sepatu kanannya tajam dan yang kirinya tumpul,1
"Coba colok. Fungsi salah, lampu tombol colok mati, lampu mati, proses pengiriman cepat, respon baik, thx",1
olahraga di rumah,1
"Berikan bintang untuk UK, yang dikirim tidak sesuai dengan pesan bintang",1
barang sesuai harga,1
lumaaaaaaaaaaaaaaannnnnnnnnnnnnnnnnnnnnnnnnnn,1
"sesuai deskripsi, bagus",1
"barang bagus, pking bagus",1
sesuai dengan harganyaaaaaaaaaaaaa,1
Oke barang bagus sesuai harga,1
terima kasih atas pesannya,1
sesuai dengan naskah,1
Cara menggunakannya jika ada softwarenya jika belum memahaminya,1
"Belum dicek, semoga berfungsi semua, tidak ada yang rusak, terima kasih",1
Kualitas sesuai dengan harga. Silakan lepas bodinya dan pasang,1
"barang cepat tapi bekas bom, tidak ada komentar tentang kualitas",1
"barang sudah diterima, terima kasih",1
"Barang aman, pelayanan cepat ramah, sepertinya sudah dibuka, belum tersegel, sepertinya sudah dipakai",1
"Bagus, kurirnya salah JNE Ya, JNE Express",1
respon pengiriman tapi barangnya pas di keyboard,1
OKE,1
suaranya bagus tapi sayang micnya mati,1
cukup terima kasih,1
puas dengan pelayanannya gan,1
Proses pengiriman lambat dari ekspedisi,1
"Kak trus waktu saya tulis baterainya habis tetap tidak berfungsi tapi pas saya pencet mati muncul angkanya tidak ada apa-apa lagi, apa jaminannya, bagaimana cara klaimnya?",1
"Analog kirinya lemah gan, cek sortirnya supaya yang dikirim tidak cacat, tapi secara keseluruhan lumayan",1
"Respon cepat, semoga kabel berkualitas, terima kasih",1
"Barang bagus, berfungsi dengan baik, tapi lama sekali pengirimannya gan, kedepannya tolong cepat gan, barang kosong, masukkan saja uang ke dalam paket seperti biasa, tulis refund, diskusikan gan, chatnya gak dibales, capek",1
"terima kasih, kirimkan ke rumah seseorang, tidak apa-apa, thx",1
cabut kabel lan putuskan saja,1
barangnya sesuai dengan gambar yang dipesan,1
kulit asli,1
"Barang sudah diterima, semoga berkah dan bermanfaat",1
Saran saya harga kualitas bagus,1
sesuai dengan harga,1
"produk sudah sampai, apalagi gosend telat jamin sampai dalam beberapa jam, barang bagus, lem terbuka, tapi semuanya bagus sesuai harga",1
"terima kasih, barang sudah sampai",1
"respon cepat, belum dicoba berfungsi",1
sesuai dengan harga,1
"Barang bagus sesuai pesanan, biru, kuning, tapi tidak terima kasih gan",1
Tombol L nyangkut di dalam gan,1
warna sesuai permintaan,1
"Bagus, tapi sayangnya garisnya tidak seperti segitiga, mungkin karena sedang diskon",1
Yang dikirim hanya yang lama tapi kualitasnya bagus,1
informasi detail mengenai tombol onoff adalah baterai cepat habis,1
"Terima kasih tepat waktu, dikemas rapi sesuai pesanan",1
cukup murah,1
"h ke sistem, modelnya lucu, tapi saat saya pakai, lingkar pinggangnya sakit dan kemasannya rapi, kedepannya bagus, terima kasih sukses",1
"Kecewa, saya beli warna barang sesuai gambar, ada bintik putihnya, sepertinya pelanggan berminat, saya tidak mau tukar tambah, tidak mau repot",1
"Leher sarungnya kokoh tapi sarung sarungnya mudah lepas, dikira kokoh, takutnya jatuh karena kendor, leher sarung k",1
"Produk buatan China bagus, sudah saya terima, mungkin di profil tidak termasuk grosir, mulai dari Rp.",1
"Tidak apa-apa, tapi kalau hujan lebat kena air hujan",1
"Bahan dibanderol sesuai harga, semoga awet",1
terima kasih barang sudah diterima,1
barang-barang,1
beeeeeeeeeddddddddddaaaaaaaaaa,1
"Packing barang oke, mudah digunakan dan tahan lama",1
"Kirim tanggapan penjualan, tidak ada tanggapan",1
"Saya tidak mendapat notifikasi refund tunai, tapi untung dapat refund hahaha",1
"Kirim sen merah, kirim hitam",1
"Barang sudah diterima, semoga berkah dan bermanfaat",1
tingkat respons,1
Ukurannya tidak pas jika barangnya bagus,1
"Cukup bagus untuk digunakan, tapi saya terlalu besar untuk menukarnya",1
wajar,1
Lumayan tapi jahitannya rapi,1
bintang berbicara,1
"Oke barang sudah sampai bos, thx",1
"Produk oke, packing oke, respon penjual baik",1
bagusdddddddddddddddddddddddddddddddddddddddddddddddddddd,1
tidak buruk,1
"Barangnya sesuai dengan harganya, bahannya agak tipis, semoga mudah dijahitnya",1
"Saya sudah sampai, coba saja, tidak apa-apa",1
Barang rapi dan sesuai,1
Lumayan x piringan charge pakai baterai total kapasitas rangkaian mah,1
port micro usb panjang port usb pendek harga barangnya,1
multi komputer terima kasih fungsinya,1
barang dikirim deskripsi berbeda gambar barang dikirim sodim ram gb ddr rx pcpse sodim ram ddr gb pctsc,1
"beli warna peach, ukur keanehan sisinya",1
"Brangx sudah sampai dengan cepat, tapi sudah datang tapi sayangnya HPX tidak mau hidup saat dicharge",1
"respon cepat, pengiriman cepat, sayangnya kabel tergulung, tidak nyambung, harus dicoba, puter puter solatipin, terbentur tembok jalan",1
produk bagus,1
Produk dalam kondisi baik dan sesuai deskripsi,1
lumayan oke tapi packingnya rapi,1
"Barang sudah diterima, kualitas sesuai harga, terima kasih",1
"barang sudah sampai, terima kasih",1
maaf plastiknya terkelupas,1
"Yuk di tes, semoga awet",1
item tidak membaca data pengisi daya,1
item diterima coba mode video p mode video p foto,1
sesuai dengan harga di website,1
kualitas barang oke,1
Kualitas tebal bahannya beda-beda,1
Barang-barang batu tidak tahan lama,1
"Alhamdulillah, semoga bermanfaat",1
"pelayanan hebat, rekomendasikan penjual",1
"barang sudah diterima, susah nyarinya",1
"kirim cepat, barang dalam kondisi baik",1
"Terima kasih Ganbrang, kamu sudah sampai di rumah, semoga berhasil",1
"Seller respon cepat, produk sesuai deskripsi, kualitas sesuai harga, terima kasih",1
produk sesuai fungsinya,1
Barang sudah diterima dalam kondisi baik gan,1
"Terima kasih kawan, kerja bagus, respon cepat",1
Bagus,1
Respon cepat tetapi perhitungan lambat,1
simple mantab akurasi pointernya,1
Bagan ukuran dengan standar pengeditan foto postingan lumayan,1
barang oke cepat,1
"Barang sesuai fungsi, tapi build qualitynya rusak, klip di hp rapuh, tidak kokoh, takutnya hp jatuh, rusak ya, barangnya murah, sesuai fungsinya, mayan",1
"bagus, rekomendasikan kepala sekolah",1
Warna hitam segelnya tidak segel,1
"barang sampai sesuai gambar, kualitas sesuai harga haturnuhun",1
"pengiriman cepat, produk bagus",1
OKE,1
goyangnya mungkin akan menggunakan lem atau sesuatu untuk menahannya,1
barang yang tidak berfungsi,1
bagus untuk retak,1
terus melihatnya,1
kedipan proyektor kabel monitor yang bagus,1
"Saya membeli warna biru yang berbeda, oke, terima kasih",1
"Barang sesuai foto, saya tidak mendapat free pouch, pengiriman cukup cepat, saya sarankan mencari barang fast delivery",1
"oke, barangnya sama dengan gambar, terima kasih",1
"Bos, barangnya sesuai pesanan. Saya coba di hp ternyata gede banget, tatanannya pas pas diliat ke jendela",1
"Respon cepat, pengiriman, packing bagus, barang sesuai harga, ukurannya kecil banget",1
"Terima kasih, barang sudah sampai sesuai deskripsi",1
"Susah pakai Bluetooth, tidak nyambung",1
"Headsetnya gede, makasih, mudah dan cepat laku di toko",1
oke sip oke sip oke sip oke sip,1
"Barang sudah sampai sesuai pesanan, langsung di tes, terima kasih",1
secara fisik baik-baik saja tetapi cobalah,1
Barang darat aman gan,1
"Terima kasih gan, barang sudah sampai",1
"barangnya oke, sesuai gambar, ditunggu barangnya sampai dari dara saya ke anak saya",1
Bukankah bahan dasarnya berbau plastik? Setelah direndam air panas baunya tidak hilang,1
Terima kasih atas fast respon dan pelayanan yang memuaskan,1
Barang bagus sesuai harga. Respon cepat tapi terlambat karena tanggal merah,1
barang diterima sesuai permintaan,1
lumayanlah sesuai dengan harga lari pagi,1
"bagus, pengiriman cepat, semoga kualitas barang awet",1
kualitas barang sesuai harga,1
kabel berfungsi dengan lancar,1
"Suara yang masuk kurang enak didengar, mungkin ada modifikasi desain",1
barang yang diterima hilang di tempat yang salah,1
"barang sudah diterima, terima kasih gan",1
barang sudah sampai dan prosesnya cepat,1
"terima kasih gan, direkomendasikan",1
menerima suara,1
"beli di toko online, harganya beda-beda, harganya mahal, harganya turun, kualitasnya sesuai",1
Sulit untuk memasang dudukan sepenuhnya,1
"Coba saja pakai stock, semoga barang yang anda beli terima kasih",1
"yang maroon oke, yang navy maaf melar banget, aku coba, gede banget, harap hati-hati dalam memilih barang yang dibeli.",1
"Produk sangat bagus, pengiriman sangat baik. Terjual masuk. Kwitansi palsu. Kecewa",1
"cukup bagus, terima kasih",1
waaaaaaaaaaaaa,1
wajar,1
"Oke terima kasih, sukses",1
Sudah dipesan tapi yang saya pakai rusak,1
Respon penjualan cepat untuk barang tahan kipas split,1
Di deskripsi bilang kecepatannya hanya sampai mbps tapi mudah tahan lama,1
"cukup murah, cocok",1
barang bekas,1
Produk ada foto filter airnya,1
membayar,1
"packing rapi, produk sesuai",1
barang diterima,1
"Harganya tidak bohong, hanya bahannya saja",1
cukup bagus mengingat harga bahan berkualitas,1
item sesuai skrip,1
"Pesanan sudah sampai, packingnya rapi",1
Terima kasih,1
"Kemasannya menyerap, kirim dan buka, jadi seperti bekas",1
"gan, sennya deket banget di mulut",1
"Kualitas obengnya bagus namun harganya relatif murah, hal ini bisa dimaklumi",1
"Penjual berhati-hati dalam jumlah pengiriman, tidak ada pengembalian",1
itu harga yang cukup mahal,1
OKE,1
barang sesuai deskripsi,1
"Oke, produk yang agak sulit",1
"tutup rapat headsetnya, tutup headsetnya, tapi suaranya bagus, suara headsetnya bagus banget",1
terima kasih sangat terlambat,1
barang cukup bagus tapi barang sudah sampai,1
"Bahan bagus, jahitan bagus, celana bisa digantung",1
"respon cepat, lain kali respon cepat, terima kasih",1
oke oke oke oke oke oke oke oke oke oke,1
Belum mencobanya,1
"Kirim cepat, terima kasih atas responnya",1
fungsi barang cacat fisik,1
kualitas rendah ya sesuai fungsi harga dengan thx,1
"Produk oke sesuai pesanan tapi belum saya coba, mudah, tapi pengiriman lambat",1
Barang sudah ready tapi malam hari gambarnya tidak nyala,1
"Terima kasih barangnya, semoga awet",1
okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1
Barang oke sesuai pesanan tapi sayangnya saat saya buka kotaknya kaitnya rusak tapi tidak apa-apa,1
"Produk yang dikirim berbeda. Gambar talinya berwarna hitam. Menurut saya yang ditampilkan barang yang dikirim adalah tali coklat, cincin emas, cocok untuk pria, jadi saya tidak memakai baju terusan. Jam tangan yang bagus. Kotak itu ditarik keluar.",1
packingnya rapi tapi barangnya lama sampainya,1
Biarkan bintang yang bicara,1
Kotaknya tidak tersegel gan,1
Barang original tapi suara deringnya mengecewakan karena saya punya Samsung original,1
"Kirim cepat, produk sesuai foto, barang asli, tipis, tidak pas di kepala, produk untuk anak",1
Sarung tangannya bagus. Sarung tangan yang saya beli rusak. Tali jempol anyaman tengah ditenun,1
semoga pengirimannya secara keseluruhan sangat baik,1
"Barang original tapi jamnya error, ganti tanggal lalu angka jamnya juga ikut berubah",1
terima kasih atas tanggapan Anda,1
"barang sudah diterima gan, terima kasih",1
sesuai dengan harga,1
Sudutnya bengkok dan muncul gelembung udara yang mudah terkelupas,1
Yang pertama semoga cepat tahan terhadap kerusakan,1
barang diterima dengan baik,1
barang oke packing bagus oke,1
"terima kasih, belum mencobanya",1
"Diacungi jempol untuk fast respon tapi kalau di barang bilang asli, berarti tidak pas. Barang aslinya terlihat sangat berbeda. Kualitas stikernya mudah dilepas. Posisinya tepat. Barang aslinya mudah. Baterainya tahan. Baterai asli bertahan selama beberapa jam penggunaan normal.",1
secara keseluruhan barangnya oke cm karena diskon kerut kulit,1
"Dekat tombol powernya bengkok dan dudukannya patah, jadi tidak apa-apa",1
"Buka casenya, slot baterainya retak gan",1
"Kulit standar yang mudah terkelupas, keras, lembut dan nyaman",1
hanya saja proses pengirimannya cepat,1
Sepatunya sesuai gambar oke,1
"Terima kasih, jamnya sesuai dengan gambar",1
"barang sudah sampai tapi saya kecewa kemasan kabelnya digigit tikus tapi tidak apa-apa, yang namanya barang murah, good job",1
"terima kasih gan, barangnya",1
"Produk tidak sesuai ekspektasi, fast respon",1
"Sesuai harga, bahannya tipis hehehe",1
Barang sudah sampai tapi tidak sesuai dengan gambar display toko,1
"barang sudah sampai, terima kasih kak",1
maaf bintang karena sempurna milik Allah,1
"barang bagus, bagus saat dipesan",1
"barang sesuai gambar, terima kasih",1
"bajunya tipis, menurutku tebal, tapi lumayanlah untuk harga segitu",1
Harga sesuai kualitas tapi klik kiri dan lengket saat ditekan tapi kurang bagus,1
Warna item yang benar saat ini habis,1
"Terima kasih gan, barang sudah diterima. Fungsi respons cepat menyerahkan sisanya kepada bintang yang berbicara",1
menurut bintang-bintang,1
oke terima kasih,1
"Barang bagus, lihat saja keawetannya",1
"label jam tangan asli, produk asli, harap konfirmasi",1
barang aman sesuai pesanan,1
terima kasih terima kasih,1
seperti hal-hal,1
"barang sudah diterima gan, thx",1
Peking sungguh luar biasaiiiiiiiiiiii,1
bintang yang bisa berbicara,1
"Barang bagus tapi dikirim minggu lalu, sangat kecewa",1
"Barang rusak, fast respon, barang langsung diterima, baut lepas, baut lepas harus diperbaiki, pakai depan, cek barang, pengiriman, jaminan kualitas, terima kasih",1
hshs ja lelucon hs habsb jsb,1
baju sauna baju sauna toko olah raga siken,1
"barangnya oke, tips beli kalau mau beli barangnya, stoknya benar-benar ready, kecewa, stoknya ready, tapi pas bayar, stoknya habis",1
"terima kasih, barang bagus sudah diterima",1
"Terima kasih, paketnya masih bagus",1
mayan kirim saja kecewa,1
Tidak cocok menggunakan jam tangan karena baterainya sudah habis,1
"Saya tidak akan diberitahu melalui inbox, jika barang kosong, diperkirakan akan kecewa saat paket dikembalikan, terima kasih btw",1
Sensor sensitif untuk harganya,1
semuanya sudah terlambat,1
"Baterainya gak penuh sampai lowbet gak dipakai, sukses gan",1
"sesuai gambar, bagus sesuai harga, packing rapi, terima kasih",1
"Pemrosesan barang cepat sesuai pesanan, tidak ada deteksi cacat, barang bagus",1
Tiangnya tidak cukup kokoh untuk menahan sepatu yang berat. Kainnya merespons dengan cepat,1
"Terima kasih, maaf atas ulasan yang terlambat",1
"sesuai harga, harga murah, barang lumayan, sesuai harga, harga murah, barang lumayan",1
terima kasih barang sudah diterima,1
bahan dek yang bagus,1
Potong kasur secara rapi membentuk garis lurus dengan pola kasur D mesh,1
"analog errornya, selebihnya bagus",1
"Barang diterima dalam kondisi, cukup dicatat saja, mohon dibalas lagi",1
respon & kirim cepat,1
"Respon pengiriman cepat, sayangnya produk yang dikirim salah fatal, harap berhati-hati, thx",1
warna yang berbeda dikirim,1
"Produk tidak sesuai gambar, bahu tidak polos, kemasan rapi, terima kasih",1
sesuai dengan citra merek,1
"modis, trendy, nyaman, keren, jahitan kurang, pinggang kuat, dipakai anak anda, sobek, cek foto untuk detailnya",1
"barangnya bagus sekali, sayang",1
Casingnya sesuai dengan contoh gambar,1
belum mencobanya,1
kirim cepat pesanan barang putih amp hitam yang putih fisik bagus respon bagus yang hitam rusak pakai usb receiver mouse hilang tombol onoff,1
barang dalam kondisi baik,1
Barang sesuai pesanan dikirim juga,1
"Terima kasih, barang sesuai pesanan, packing rapi, mohon baik, sistem pengiriman sore, kirim ke pool, kirim cepat, sore, barang, kirim semalam, pool, kirim, terima kasih, maaf sampai kena",1
pengirimannya bagus,1
Orang yang mengirim saya untuk mengukur spesifikasi diminta untuk mengukurnya,1
"sesuai produk, packing rapi, respon cepat baik",1
sipppp,1
"Oke, saya belum mencobanya, semoga awet",1
barang cacat bos,1
"beli bibitnya, kemas pakai kantong bibit, trus insulasinya rusak parah, pengemasan barangnya, beli di department store, belinya dikemas, pakai kotak yang dihancurkan",1
Sayang jahitannya berantakan. Sisa benangnya menumpuk,1
barang aman,1
"kirim cepat, barang oke, besar",1
"bagus, sesuai gambar, cepat dikirim",1
"coba lagi kedepannya, kalau bagus recomended",1
"Boxnya rusak lusuh, masalahnya semoga isinya asli, original epson, bawa epson, cek pakai tinta, kecewa",1
"minta abu tua, kasih abu terang",1
barang yang diterima bagus sesuai pesanan. Saya beli tambah biaya asuransi tapi ternyata biaya asuransinya dicoret karena garansi toko.,1
"Barang sudah saya rapikan, silahkan request pin BB nya gan, kalau order lagi terima kasih",1
"top, barang sudah sampai",1
barang sesuai dengan kemasannya yang rapi tapi tidak apa-apa selain itu berfungsi dengan baik,1
"Jamnya bagus, sayangnya warnanya silver jadi tidak full gold",1
catatan samsung galaxy galaxy,1
barang terima kasih,1
"Sudah pantas, kirimkan saja",1
Barang hari Kamis tapi sayang barang yang dikirim sesuai pesanan masih tersegel. Putar jamnya. Secara keseluruhan jamnya baik-baik saja,1
"Terima kasih, barangnya sudah saya terima, bagus",1
proses pengiriman cepat,1
"bagus, suka bahannya tebal",1
Saya sudah menerimanya,1
Barang sesuai spesifikasi sesuai foto,1
coba nb saya sudah ukur tegangan avo meter v bagus thx,1
kirim bola bagus dengan cepat,1
"Hitam, kirim putih, kurir pilih JT yang pakai JNE, barang dalam kondisi berfungsi",1
"kehabisan stok, beri saya ulasan",1
"Saya coba beli hp untuk dipakai pagi hari tidak bisa, hidup terus, restart baterai habis, lihat hp satu",1
"Namun sepatunya beda merk dengan yang dikirim di deskripsi, deskripsi merknya Bfirst bukan North Star",1
puas ya puas menurut tang,1
Ukuran paket yang diterima besar,1
tidak apa-apa tapi kirimkan saja,1
barang sampai dengan cepat,1
"Beda merk, foto, tapi lumayan lah untuk harga segitu",1
barang sudah sampai sesuai iklan,1
"Kirim cepat, komunikasi barang, sambungan sangat longgar, tidak aman, mudah copot",1
barang terima kasih,1
Barang sesuai deskripsi tetapi pengiriman lambat karena ekspedisi pengiriman,1
tidak buruknnnnnnnnnnnnnn,1
"Body lecet, cat rapi, semoga awet",1
"Kualitas barang sangat baik, terima kasih",1
Oke,1
Produknya oke sesuai dengan apa yang saya puas,1
barang bagus cocok,1
"Respon penjualan, kirim sesuai standar bubble wrap, packing aman, kualitas produk sesuai harga dan deskripsi",1
"Terima kasih, barang sudah diterima",1
"Saya pikir besok akan sampai, tetapi ketika saya pulang sekolah saya sudah mendapatkan barangnya, terima kasih",1
"Pengerjaan toko cepat tanggap, mudah diambil",1
kualitas sesuai harga,1
"Terkadang paketnya rusak tapi dicek kondisinya di sparepart tapi responnya cepat, terima kasih",1
layanan lambat,1
Baterai aslinya kurang kuat,1
"cepat dikirim, packing aman tapi sayang saya beli mouse yang sekali scroll tidak ada, mohon dicek pengirimannya, terima kasih",1
"Hp jadul kondisi berfungsi, kualitas baterai sudah matang, sehari hari baterai habis, baterai jarang original, baterai tersegel",1
tas sambungan kaku kantong plastik sentuh kaku sensor sentuh agk,1
memuat,1
Terima kasih atas kata-kata kasarnya,1
pemain sandiwara bisu,1
"terima kasih, barang sudah sampai",1
"Oke terima kasih oke, menurut saya sudah jelas suaranya",1
"Barang fungsional, warna krem ​​sesuai pesanan, pesanan hitam putih, deskripsi hitam, ready",1
"Barang sudah saya terima, puas gan",1
terima kasih sampai karetnya hilang,1
jooooooooooooosssssssssssss,1
Kualitas sesuai harga terima kasih Ojarr Collections,1
Ada baiknya saya suka mendalaminya,1
barang bagus okekkkk,1
mencobanya,1
"barang sudah sampai, terima kasih",1
Bagus sesuai pesanan tapi banyak jasa pengiriman,1
"Papan sudah sampai, terima kasih",1
"anda dapat apa yang anda bayar untuk yang namanya hp murah iya kualitas rata-rata, body plastik kualitas bagus, kalau tidak dibilang mudah, masukkan sim card susah pas hasilnya sudah masuk, tapi sim card nya gak bisa terbaca, itu saja hpnya tidak getar ya kalimatnya you get what you pay for",1
cocok,1
"Terima kasih seller, barang sudah sampai tapi harap hati-hati, jangan sampai nomor resi tertukar dengan yang lain",1
"respon chat bagus, dibalas, barang lengkap sesuai pesanan, barang dijual, agak susah, barang dipacking dengan baik, tidak ada box yang dipakai, jadi packingnya penyok, barangnya tidak ditarik keluar, over all good",1
"Membandingkan harga, sulit untuk digunakan",1
"fast respon, sayang ongkirnya mahal",1
sesuai pesanan,1
"Barang cepat sampai, tapi licin banget, tangan berkeringat dan susah dipakai",1
"ya, cukup bintang pastinya",1
"Fast respon sayang, dikirim merk Mtech",1
barang bagus cepat sampai,1
"pesan bos, kualitas produk sesuai harga, ukur kuku ml, tendang keras, terima kasih",1
"Saat saya coba, saya mati mengutak-atiknya, alhamdulillah sampai rusak",1
Pengiriman cepat namun produk error jika kabel dipindahkan sehingga tidak terdeteksi,1
"Menurutku itu bagus, aku tidak tahu apakah itu gel leher untuk menontonnya",1
sial,1
"Sen putih dikirim biru, barang tidak normal, sambungan putus, kalau jual yang benar untung",1
cukup batzzzzzzz pemula,1
Pengiriman cepat barang dalam kotak plastik bening,1
"sesuai dengan yang saya pesan, harganya lumayan",1
"packing bagus, barang bagus walaupun kemasannya sobek",1
"Kualitas barang sesuai harga, ukuran sepatu pas, respon chat oke, pelayanan pengiriman barang rata",1
baterainya cepat habis,1
puas dengan barangnya,1
"Barang diterima hanya penjual yang memberi saya pengukuran yang jelas menggunakan anak yang terlalu tua, belahannya hanya pas di telapak tangan saya wow hahaha",1
"Barang sesuai dengan deskripsi, sayang bagi yang kesulitan mengganti baterai",1
"terima kasih gan, barang sudah sampai dalam kondisi baik",1
oooooooooooooooookkkkkkkkk,1
"beri saya bintang bom, coba buat baterainya lebih kuat",1
baguspppppppppppppppppppppppppppppppppppppppppppp,1
"barang akan sampai besok, langsung dicoba, terima kasih",1
terima kasih berbelanja,1
lumayan lah hehehehehehe,1
"Pesan warna biru, konfirmasi ke seller yang kirim warna hitam, kecewa",1
kualitas sesuai harga,1
"barang sudah sampai bulan februari sampai februari, ada konfirmasi terkait resi valid, penjual lama berkomunikasi, kemudian resi valid tidak direspon, umpaknya sangat maklum, saya tunggu dari SLSA Rebo, belum ada informasi resi valid sebagai pelanggan, belum tahu kalau dikirim hari ini SLSA. Jangan lapor kalau gak bisa cek resinya, pasti bisa dicek, hari jumat libur jadi tunggu sampai hari Rebo ya, sampai konfirmasi juga Tokopedia, resinya dari tanggal pengecekan resi, jadi nanti tidak bisa dikasih, jadi bisa ke toko batu bata, toko yang mereknya sudah kamu kenal, lalukyu",1
"Buruan kancil ketemu jerapah kabel, bingung ada apa",1
"Yoi, sayang sekali bagi kalangan kaya yang tidak tahan",1
rapuh rusak,1
"Sesuai deskripsi lapak yang bermasalah, tulis garansi resmi tapi produk tidak ada segel garansi dari tplink, penjual rusak, klaim yang mana?",1
"Konektornya besi yang ya, saya suka polanya, rangkanya cukup kokoh",1
Terima kasih,1
"Saya tekan dengan kuat, silakan periksa barang yang dijual, terima kasih",1
terima kasih ya,1
"Ekspetasi amp lihat dari fisik casenya, casingnya rapuh, baterainya cepat habis, sesuai dengan harganya",1
"Yang warna hitam itu yang biru, dicek gan",1
"Barang sesuai gambar, tidak pas, cover bening bagian depan layar melengkung tidak menempel erat di layar hp",1
beli dua voice mendem,1
Saya tidak tahu apakah lelehannya dipakai atau tidak,1
"penjual bertanggung jawab, terima kasih",1
"karetnya mudah terkelupas, lemnya kuat",1
"Barang sudah sampai sesuai deskripsi, fast respon, packing aman, terima kasih",1
puas,1
"kirim cepat sesuai permintaan, terima kasih",1
"Barang datang dengan bubble warp tapi dibungkus dengan koran, jadi kalau kirim barang harus dibuang, biar untung barangnya tidak rusak, kardusnya hancur.",1
"packing jelek, kena air semoga tidak dipasang",1
Puas dengan barang yang nyaman dipakai,1
terima kasih bos,1
perubahan yang cukup besar,1
"kualitas barang, harga sesuai",1
Barang refurbished ada masalah tapi jangan telpon IM,1
sensornya sangat sensitif,1
harga sesuai kualitas,1
"Barang sesuai pesanan, dikemas dalam double wrap, tinggal dimasukkan saja untuk diamankan. Beri aku kotak yang kuat. Saat sampai, kotaknya sobek. Untung saja barangnya dilindungi double wrap. Kualitas barang belum dicoba. Jadi itu bintang, terima kasih.",1
produk sesuai dengan gambar,1
ukur ibu tulis produk mm fakta mm,1
"sesuai deskripsi, ukur warna sesuai foto di deskripsi produk yang dijual",1
lampu saklar menyala,1
"Barang oke, berlangganan",1
"Barang bagus, tapi permintaan yang dikirim salah, itu cowok yang datang bersama cewek",1
"Produknya lepas jadi saya tidak pakai sisanya, tidak apa-apa tapi seratnya",1
"Produk oke, hanya perlu ditingkatkan respon penjualnya karena pembelinya jarang",1
"Kirimnya lama sekali, mondar-mandirnya juga rapi tapi barangnya oke, terima kasih",1
"kenapa warna sennya hitam, yang putih gak cocok",1
pengukuran biasa,1
tapi putarannya lumayan,1
aaaaaaaaaaaaaaaaaaaaa,1
Sesuai dengan produk puas,1
"Sesuai harga, colokan mos tidak berfungsi seperti sekedar nambah saja",1
"Produk untuk membantu istri saya yang sakit lutut sebelah. Bahan lembut, potongan, jahitan sesuai iritasi kulit",1
repeat order tapi kurang bagus saat pertama kali beli kipas anginnya lambat,1
bagus bagus bagus kesalahannya,1
"Paket sudah diterima, kualitas cukup bagus, pelayanan cepat, sangat recomended",1
barang sesuai harga,1
mencobanya,1
"Sesuai deskripsi produk, foto jack audionya berbeda",1
"Barang sudah sampai, kecuali penutup aki, pintu lipat longgar, manual menunjukkan sinyal sangat sulit",1
